municipal,1.0
contrat,0.8944491474755434
public,0.7628285722243812
secret,0.7202707925123744
municipi,0.7008343614164381
pernambuc,0.6303561870877668
art,0.6025887908294184
prefeit,0.5698917884851284
port,0.536792101134776
valor,0.5295774004608603
process,0.5129201995510709
lei,0.49776431133088267
prec,0.4936581044868779
registr,0.47326103016131416
silv,0.4612639201982888
saud,0.4574799000112053
dat,0.44019446090440645
estad,0.43079162349459205
extrat,0.40376644110846033
gabinet,0.39438534553609356
prefeitur,0.39304215302534024
administraca,0.3862076560615778
cnpj,0.3741885351427822
objet,0.3693808356385648
term,0.35569860707792056
ata,0.3514526011757507
eletron,0.3500997366862138
licitaca,0.34313392522724756
servic,0.34018093594244286
fund,0.3353125185698266
educaca,0.33224290050883026
prega,0.33216699650598547
rea,0.3132504159115706
mil,0.30597386046717523
comissa,0.30461123069658635
ndeg,0.3008115940191235
oficial,0.2994586984989358
publicaca,0.2972677470187461
sant,0.29196157500978354
empres,0.2913784510971184
mes,0.2868843364165899
licitatori,0.28626145280756143
praz,0.28606513966100083
nao,0.2822702204303698
ano,0.2793438035671863
diari,0.2731869845105908
pe,0.27035786002748485
vigor,0.26818145619968825
ltda,0.26413580836159534
contrataca,0.2567210340574189
xiv,0.2468475197046151
social,0.23613102458477087
edital,0.23444692639022385
inscrit,0.23409354181036285
jos,0.23206458900463772
vigenc,0.23160852275754054
recurs,0.23036960100283804
dia,0.23001362895537836
mar,0.22959209723761465
sao,0.22843573539326678
part,0.22761601783381252
cont,0.2247175187246928
permanent,0.22364224139526476
adit,0.2229025384844168
secretari,0.22111067822576305
conform,0.22094391553284742
disposico,0.2209114883521181
marc,0.21947837979971999
ser,0.2193854400479414
pod,0.21767573618573413
uso,0.2174984765317983
cpl,0.21726287111965012
atribuico,0.21554847725193865
sob,0.2149983521465012
total,0.21435592705143294
atend,0.21416698006379334
entra,0.2099918901036277
outr,0.20611460060952025
administr,0.19824819030946034
present,0.19820137335897436
consider,0.19781055809659195
mai,0.19763454859281818
dest,0.19705412612619475
dev,0.19588449273639505
decret,0.19360451029545936
dias,0.1844726931344054
agost,0.18208964716681733
atrav,0.1783718202519223
servidor,0.17753839742903887
contrari,0.1775182050220194
propost,0.1770689436107147
carg,0.17650762956309332
federal,0.1757596320537559
doz,0.17383947260960222
junh,0.17377881042973337
assistenc,0.17237561429215326
necess,0.1709636898246681
pesso,0.1708834392531379
ii,0.16605760480897155
candidat,0.16603937949832565
julh,0.16587560857608105
assinatur,0.16572042486460858
janeir,0.16091078006800782
anex,0.1599777569948138
fevereir,0.15874303275986698
orga,0.15449835272335924
fornec,0.15315923856924962
avis,0.15269295978187603
ate,0.1525980168537487
execut,0.15097623136009203
gesta,0.1509230746413426
centav,0.15067256736672074
oliveir,0.1505045674020281
leg,0.15027691638286736
aquisica,0.14936645187349123
lim,0.14933397501503362
direit,0.14654235855226486
tod,0.1459923368772568
abril,0.14565507867982436
orcament,0.1453617797069239
cultur,0.14296385619518728
global,0.14294185999230838
despes,0.14148068768175356
artig,0.14097830620463533
souz,0.1381548615224067
incis,0.1379325772038125
cas,0.1363100813310249
clausul,0.13617710825246981
estabelec,0.13526355573616108
unidad,0.1351243630355872
efeit,0.1343412822070618
president,0.13364966373815979
ferreir,0.1335563806618628
cpf,0.13258211337577164
execuca,0.13254850265821905
validad,0.1319253139754573
nov,0.13171823196182303
conselh,0.13131582835179606
mat,0.1308751666465984
escol,0.13080761749214
alves,0.13014702324069624
material,0.12892816190156
produt,0.12757726943163952
item,0.12703448671542547
desenvolv,0.12668890818145917
lot,0.12586896064491998
sera,0.12571643780330746
cinc,0.1255421164893926
resolv,0.12452436414199743
realiz,0.12429378135259263
informaco,0.12399238869479763
result,0.12328144991978995
apresent,0.1230863175714378
period,0.12237251227380243
previst,0.12236604224217677
trint,0.12166666321873845
jurid,0.12097879377537751
nom,0.12040874777211802
ativ,0.1195303056125325
fic,0.11878665458146988
setembr,0.11870763205549206
cab,0.1176925440374829
mei,0.11680316196787398
seguint,0.1166738362039621
conced,0.1165691237756129
hor,0.11591283313411666
form,0.11565981411793375
cent,0.11562422224636743
centr,0.11541848800651364
cam,0.11219382523397517
vint,0.11209378198907217
rua,0.11143710821568169
paul,0.11126510456414562
medic,0.11086416028534771
dois,0.11067568955952076
acord,0.11038825439364373
sobr,0.11037903569126112
nest,0.10970161718429777
abertur,0.10773134988881891
homologaca,0.10710025405648987
gom,0.10684452516824776
arauj,0.10574038281710564
sistem,0.10565507507839152
program,0.105557778462438
parcel,0.10477287318144371
horari,0.1046052964357652
iii,0.10428136810514196
equip,0.10413709623777023
receb,0.10393424412884725
dem,0.10360173131564325
entreg,0.10298415684333521
sessa,0.10262414086986253
referent,0.10248736465479096
destin,0.10246275682529495
manutenca,0.10229928667219734
fornecedor,0.10180455770492931
tecnic,0.10110850176279479
garanhuns,0.10088092217683103
pregoeir,0.10002320841829508
tres,0.09971568858710857
pereir,0.09951883755547565
providenc,0.09936069493459046
prestaca,0.09889667344334732
ato,0.09849304065917389
mel,0.09826665871452384
projet,0.09769462537966066
legal,0.0970377644213533
ss,0.09688991920318511
condico,0.09640135646386748
referenc,0.09623785479375677
tip,0.09536450709733985
especializ,0.09457016949772151
cinquent,0.09433432614705349
integr,0.09381952118809596
organ,0.09346859206517141
represent,0.09302472798016097
vencedor,0.09222370829779501
especial,0.09186807446741416
document,0.09110190419695446
quatr,0.0909881835012831
segund,0.09037926714459686
confer,0.09012866115306586
crianc,0.08979655724732646
sessent,0.0896156619570581
exercici,0.0883364751945789
seis,0.08736292577998851
rodrigu,0.08730483486055048
comerci,0.08702617952179476
instrument,0.08693346258780214
itens,0.08675288338052599
ensin,0.08666235907140425
minim,0.08658339521336962
vincul,0.08612470875695148
quarent,0.08606775874905889
nasciment,0.08595392930608549
inici,0.08583648643425529
human,0.08505757593222796
bem,0.08498727367079253
gestor,0.0846506898515675
sed,0.08439372121259898
olind,0.08389559548082406
bezerr,0.08386656611286969
antoni,0.08376412533974299
matricul,0.08336922912616476
qualqu,0.08318322468059229
trabalh,0.08315101588052437
dezembr,0.08300386382203576
oitent,0.08283634799894288
alteraco,0.08268073548819199
eirel,0.08263093662904208
modal,0.08227941102700194
compr,0.0819721059389808
complement,0.08181519773683782
oit,0.08175653989862626
aco,0.08163059921851619
dispens,0.08104378626792672
esport,0.08091797938944616
goian,0.08076099022044199
inexigibil,0.08063260655834342
fms,0.08028064683938023
constant,0.0801208928813159
novent,0.07933534339126286
enderec,0.0792734770437405
membr,0.07888481383780664
entrar,0.07862144492154328
ter,0.07830673520681128
licenc,0.07818885859948936
sit,0.07808571729510803
apresentaca,0.07806154500374543
defes,0.07790760907724568
barbos,0.07744399028501406
obras,0.07707255205404553
respect,0.07692512830590603
materi,0.07677970823216528
dispost,0.07657793951590358
final,0.07622605569666664
dispo,0.07617440409232111
financeir,0.07615255858019411
terceir,0.0760756902459565
primeir,0.07599195175735236
professor,0.07598429150297405
soar,0.07537695152245716
tutel,0.0753180795483158
proced,0.07513130032475207
geral,0.07500523156343884
fundament,0.0748488987368986
inscrica,0.0741574247427113
interess,0.07410299532586168
norm,0.07398446285540558
apos,0.07390219465874186
maxim,0.07376686436286223
eventual,0.07366779893679243
event,0.07340595125087432
decorrent,0.07303736121875741
pagament,0.0728619721239431
diretor,0.07281221492804732
determin,0.0727818565733548
turism,0.07259975214155949
titul,0.07246254288111749
revog,0.07211044624557227
und,0.07200893737153927
santan,0.07184821366665277
engenh,0.0715669989900237
alme,0.0714739370548286
barr,0.07095591034548689
local,0.0703018328597079
funca,0.07009224620670577
especificaco,0.06983243343642555
sal,0.06979743619133362
tom,0.06950964615141722
control,0.06942925968360074
veicul,0.06923054023507672
gerenc,0.0689864086616538
iv,0.06886225593893709
analis,0.06853043454601003
ped,0.06808229145745655
anos,0.06803523590524213
distribuidor,0.06791158302240673
setent,0.06778808501332138
ement,0.06751140734696504
prorrogaca,0.06737010415924964
julgament,0.06736960448077928
refer,0.067356116438968
pessoal,0.06732206344919951
agostinh,0.06724679316222407
embalag,0.06717844042830964
devera,0.06706772534572415
adolescent,0.06703676263701633
realizaca,0.06698158981687634
junt,0.06693653539176402
hospital,0.06689389575294186
escolh,0.06684922244183134
inter,0.06681138445127154
temp,0.06671877015565095
unic,0.06636177170048026
estim,0.06624640293229479
comprov,0.06611246226740793
pont,0.06587950592207466
set,0.06585437752972119
